,LIMIT_BAL,80%,match 100,MatchA,Match J,Match JUN,MatchM,default,STAT_AUG,BILL_JUL,PAID_AUG,Bal_AUG,STAT_JUL,BILL_JUN,PAID_JUL,Bal_JUL,STAT_JUN,BILL_MAY,PAID_JUN,Bal_JUN,STAT_MAY,BILL_APR,PAID_MAY,Bal_MAY
11901,300000,240000,0,0,0,0,0,0,-1,27838,28773,-935,-1,4184,0,4184,2,856,856,0,-1,6781,6781,0
11902,120000,96000,0,0,0,0,0,0,0,29029,1789,27240,0,26523,2037,24486,0,20554,659,19895,0,19348,802,18546
11903,20000,16000,0,0,0,0,0,1,-1,900,900,0,-1,900,0,900,0,0,0,0,0,0,0,0
11904,290000,232000,0,0,0,0,0,0,0,17742,1500,16242,0,17530,1021,16509,0,8135,185,7950,0,7559,387,7172
11905,300000,240000,0,0,0,0,0,0,-1,0,0,0,-2,0,0,0,-2,0,0,0,-2,477,477,0
11906,90000,72000,0,0,0,0,0,0,0,43710,2100,41610,0,45474,2500,42974,0,46369,1650,44719,0,47623,2000,45623
11907,30000,24000,0,1,1,1,1,0,0,28247,2973,25274,0,28884,1500,27384,0,29523,1100,28423,0,30672,2000,28672
11908,30000,24000,0,0,0,0,0,1,2,11862,2000,9862,0,12104,242,11862,0,12351,247,12104,0,8000,2000,6000
11909,160000,128000,0,1,1,1,1,1,2,159676,0,159676,2,166893,11558,155335,2,170098,5800,164298,2,153800,0,153800
11910,280000,224000,0,0,0,0,0,0,0,213900,5069,208831,0,5202,109,5093,0,4282,97,4185,0,1000,25,975
11911,60000,48000,0,0,0,0,0,1,0,10232,0,10232,2,11237,1483,9754,0,11427,673,10754,0,20973,10000,10973
11912,240000,192000,0,0,0,0,0,0,-1,6904,7104,-200,-1,15980,15980,0,-1,0,0,0,-1,9060,9060,0
11913,220000,176000,0,0,0,0,0,0,0,92036,4846,87190,0,93935,3000,90935,0,94607,3000,91607,0,93903,3000,90903
11914,500000,400000,0,0,0,0,0,1,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
11915,130000,104000,0,0,0,0,0,0,0,60955,5000,55955,0,62038,2142,59896,0,62393,5000,57393,0,65439,4000,61439
11916,470000,376000,0,1,1,1,1,0,0,451090,17400,433690,0,442237,15360,426877,0,450924,31000,419924,0,428239,0,428239
11917,330000,264000,0,0,0,0,0,0,-1,500,1500,-1000,-1,1226,1226,0,-1,-1121,0,-1121,-1,1879,3000,-1121
11918,270000,216000,0,0,0,0,0,0,-1,-61,0,-61,-1,-61,0,-61,-2,20207,20268,-61,-1,538,538,0
11919,200000,160000,0,0,0,0,0,0,0,148682,0,148682,2,146505,7000,139505,0,150963,7000,143963,0,146553,6500,140053
11920,70000,56000,0,1,1,1,1,0,0,68412,2500,65912,0,69016,2456,66560,0,69701,2500,67201,0,70898,3000,67898
11921,150000,120000,0,0,0,0,0,0,0,87308,4000,83308,0,89316,3500,85816,0,91458,3500,87958,0,89063,3500,85563
11922,200000,160000,0,0,0,0,0,0,-1,6666,6666,0,-1,6666,6666,0,-1,11862,11862,0,-1,12501,7501,5000
11923,80000,64000,0,0,0,0,0,0,-1,5333,1500,3833,0,7136,2500,4636,0,7599,1000,6599,0,7554,500,7054
11924,50000,40000,0,0,0,0,0,1,2,2400,0,2400,7,2400,0,2400,7,2400,0,2400,7,2400,0,2400
11925,130000,104000,0,0,0,0,0,1,0,9910,1969,7941,0,12909,131000,-118091,-1,0,0,0,-1,0,0,0
11926,120000,96000,0,0,0,0,0,0,0,-975,0,-975,-2,-1625,0,-1625,-2,2561,4186,-1625,-1,4187,2000,2187
11927,110000,88000,0,1,0,0,0,0,0,111795,5000,106795,0,54358,3000,51358,0,58499,5000,53499,0,61445,6000,55445
11928,60000,48000,0,0,0,0,0,0,0,19289,2000,17289,0,19033,2000,17033,0,20793,2000,18793,0,23530,3000,20530
11929,60000,48000,0,1,1,1,1,1,0,60877,5924,54953,0,56138,0,56138,2,56806,2200,54606,0,57935,2200,55735
11930,280000,224000,0,0,0,0,0,0,-2,0,0,0,-2,428,428,0,-1,0,0,0,-1,0,0,0
11931,260000,208000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
11932,140000,112000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
11933,200000,160000,0,0,0,0,0,0,0,132534,5000,127534,0,116331,4500,111831,0,111178,5000,106178,0,105907,5000,100907
11934,240000,192000,0,0,0,0,0,0,0,133047,4800,128247,0,132264,4737,127527,0,130372,4667,125705,0,133170,4900,128270
11935,350000,280000,0,0,0,0,0,0,0,22752,2010,20742,0,21010,1082,19928,0,4470,10506,-6036,0,6838,7034,-196
11936,240000,192000,0,0,0,0,0,0,0,172217,8400,163817,0,163786,7000,156786,0,81611,3000,78611,0,79817,2900,76917
11937,140000,112000,0,0,0,0,0,0,0,109570,3965,105605,0,100086,3211,96875,0,76125,2772,73353,0,77720,2817,74903
11938,500000,400000,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
11939,210000,168000,0,0,0,0,0,0,0,94347,3658,90689,0,-342,0,-342,0,658,1000,-342,-1,1758,1800,-42
11940,200000,160000,0,0,0,0,0,1,0,12475,3000,9475,0,14208,2083,12125,0,15270,10000,5270,0,14880,0,14880
11941,340000,272000,0,0,0,0,0,0,0,39234,2000,37234,0,20960,3000,17960,0,360,360,0,-1,360,360,0
11942,220000,176000,0,0,0,0,0,0,0,36720,5000,31720,0,40729,5000,35729,0,44762,5000,39762,0,48914,5000,43914
11943,140000,112000,0,0,0,0,0,0,0,79173,2894,76279,0,43370,2000,41370,0,28850,1500,27350,0,17896,1000,16896
11944,120000,96000,0,1,1,1,1,0,0,107945,4000,103945,0,111622,5500,106122,0,115301,5500,109801,0,117873,5500,112373
11945,80000,64000,0,0,0,0,0,0,-1,1147,1147,0,-1,1147,1147,0,-1,1100,1100,0,-1,5053,5100,-47
11946,110000,88000,0,0,0,0,0,1,0,67431,2378,65053,0,64534,2458,62076,0,65873,2530,63343,0,66974,2338,64636
11947,50000,40000,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
11948,80000,64000,0,0,0,0,0,1,0,62160,3438,58722,0,64714,4400,60314,2,62420,0,62420,2,62990,2400,60590
11949,60000,48000,0,1,0,0,0,0,0,57006,2156,54850,0,28198,3017,25181,0,23888,2009,21879,0,24083,3000,21083
11950,160000,128000,0,1,0,0,0,0,0,153378,4600,148778,0,93971,4800,89171,0,96587,5000,91587,0,96623,3000,93623
11951,500000,400000,0,0,0,0,0,1,-2,994,994,0,-2,3342,3342,0,-2,1240,1240,0,-2,700,700,0
11952,490000,392000,0,0,0,0,0,0,0,392670,15049,377621,0,390031,14500,375531,0,396687,14000,382687,0,404885,15021,389864
11953,20000,16000,0,0,0,0,0,0,0,9301,1321,7980,0,10440,1460,8980,0,11193,1213,9980,0,10575,1,10574
11954,260000,208000,0,0,0,0,0,0,0,67341,3002,64339,0,54725,2000,52725,0,36117,2000,34117,0,35144,2464,32680
11955,110000,88000,0,0,0,0,0,0,0,88334,80004,8330,0,53978,1500,52478,0,23687,12013,11674,0,26567,7000,19567
11956,110000,88000,0,0,0,0,0,0,2,56386,31,56355,2,44181,3000,41181,0,35538,1500,34038,0,25417,2000,23417
11957,160000,128000,0,0,0,0,0,0,-1,3300,1000,2300,0,10770,10770,0,-1,11800,11800,0,-1,10043,10043,0
11958,170000,136000,0,0,0,0,0,0,-1,5436,5436,0,-1,1229,1229,0,-1,93787,93970,-183,-1,95816,4000,91816
11959,30000,24000,0,0,0,0,0,0,0,5873,1000,4873,0,5993,120,5873,0,0,0,0,0,0,0,0
11960,320000,256000,0,0,0,0,0,0,0,4980,4995,-15,-1,7774,7834,-60,-1,2582,2589,-7,-1,3762,3773,-11
11961,20000,16000,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-2,0,0,0,-2,0,0,0
11962,360000,288000,0,0,0,0,0,0,0,7672,1161,6511,0,8380,1026,7354,0,4581,1523,3058,0,3853,3872,-19
11963,120000,96000,0,0,0,0,0,0,0,3040,1000,2040,0,0,0,0,0,0,0,0,-2,0,0,0
11964,200000,160000,0,0,0,0,0,0,-1,5020,5020,0,-1,5451,5451,0,-1,2619,2619,0,-1,5188,5188,0
11965,490000,392000,0,0,0,0,0,0,0,215628,10000,205628,0,217883,10000,207883,0,223541,10000,213541,0,224889,8000,216889
11966,240000,192000,0,0,0,0,0,1,0,110084,0,110084,2,112272,4019,108253,0,114779,4317,110462,0,116920,4204,112716
11967,240000,192000,1,1,1,1,1,0,0,286048,15002,271046,0,369693,9000,360693,0,243198,10000,233198,0,243498,8600,234898
11968,160000,128000,0,0,0,0,0,0,0,114531,5555,108976,0,106467,4000,102467,0,106967,4000,102967,0,109245,4000,105245
11969,30000,24000,0,0,0,0,0,0,0,11797,3000,8797,0,11972,4000,7972,0,16482,5000,11482,0,9082,5000,4082
11970,200000,160000,0,0,0,0,0,0,0,130952,0,130952,2,132290,5000,127290,0,159160,29160,130000,0,162928,6500,156428
11971,490000,392000,0,0,0,0,0,0,-1,28800,28800,0,-1,27870,0,27870,0,27540,0,27540,0,27630,6136,21494
11972,60000,48000,0,0,0,0,0,0,0,9479,9479,0,-1,10213,1000,9213,0,10000,200,9800,0,11832,1832,10000
11973,270000,216000,0,0,0,0,0,0,2,1250,0,1250,5,1250,0,1250,5,650,0,650,4,350,0,350
11974,210000,168000,0,0,0,0,0,0,0,29209,2000,27209,0,28326,1500,26826,0,26198,1000,25198,0,25020,1500,23520
11975,130000,104000,0,0,0,0,0,0,0,61466,2034,59432,0,48288,1710,46578,0,48898,1765,47133,0,49699,2000,47699
11976,280000,224000,1,1,1,0,0,0,0,311081,10472,300609,0,313242,11334,301908,0,151292,10010,141282,0,152318,6000,146318
11977,50000,40000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
11978,500000,400000,0,0,0,0,0,0,0,25581,11725,13856,0,15406,15406,0,-1,6196,6903,-707,-1,45045,45045,0
11979,20000,16000,0,0,0,1,0,0,0,492,990,-498,0,23150,23965,-815,-1,17883,371,17512,0,7729,7738,-9
11980,110000,88000,0,1,0,0,0,1,0,106354,4250,102104,0,79154,2946,76208,0,69988,2506,67482,0,69018,2458,66560
11981,150000,120000,0,0,0,0,0,0,-1,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
11982,280000,224000,0,1,0,0,0,0,0,231025,5501,225524,0,182159,4293,177866,0,80747,2079,78668,0,51689,1892,49797
11983,280000,224000,0,0,0,0,0,0,0,131048,6000,125048,0,119654,4000,115654,0,115808,4000,111808,0,115116,5000,110116
11984,300000,240000,0,0,0,0,0,0,0,75385,4266,71119,0,76864,3087,73777,0,124477,49195,75282,0,192001,70000,122001
11985,210000,168000,0,0,0,0,0,0,-1,718,718,0,-1,424,424,0,-1,631,631,0,-1,843,843,0
11986,360000,288000,0,0,0,0,0,0,0,12272,12280,-8,-1,34345,25007,9338,0,36777,25008,11769,0,30,1767,-1737
11987,270000,216000,0,0,0,0,0,0,0,197854,8929,188925,0,173743,7265,166478,0,149095,5400,143695,0,145068,5300,139768
11988,50000,40000,0,0,0,0,0,0,0,10483,1000,9483,0,4697,94,4603,0,4793,96,4697,0,4891,98,4793
11989,180000,144000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
11990,80000,64000,0,0,0,0,0,0,0,17576,1000,16576,0,5616,4554,1062,0,25439,21000,4439,0,25833,1000,24833
11991,20000,16000,0,1,1,1,1,1,2,19539,2000,17539,0,20080,841,19239,0,18855,696,18159,0,20130,1600,18530
11992,260000,208000,0,0,0,0,0,1,0,140829,5375,135454,0,117445,4227,113218,0,114581,4052,110529,0,111726,3941,107785
11993,50000,40000,0,0,0,0,0,0,0,31932,1812,30120,0,25300,2000,23300,0,18902,664,18238,0,18920,700,18220
11994,300000,240000,0,0,0,0,0,1,-1,2615,2615,0,-1,10170,10170,0,-1,7200,0,7200,0,7200,0,7200
11995,220000,176000,0,0,0,0,0,0,0,90013,4500,85513,0,91191,4006,87185,0,86139,3000,83139,0,83743,3000,80743
11996,170000,136000,0,1,0,0,0,0,0,147798,6520,141278,0,120811,5700,115111,0,117680,4300,113380,0,118907,4500,114407
11997,390000,312000,0,0,0,0,0,0,0,119175,5028,114147,0,115922,5045,110877,0,101725,3012,98713,0,90334,3000,87334
11998,50000,40000,0,1,0,0,0,0,0,49493,2000,47493,0,48497,20567,27930,0,18930,1000,17930,0,19329,664,18665
11999,10000,8000,0,0,0,0,0,0,0,7335,1310,6025,0,9025,2000,7025,0,7886,269,7617,0,8382,1000,7382
12000,250000,200000,0,0,0,0,0,0,0,43194,2020,41174,0,41381,1510,39871,0,33246,1000,32246,0,32948,1000,31948
12001,230000,184000,0,0,0,0,0,0,-1,316,316,0,-1,316,316,0,-1,316,316,0,-1,466,466,0
12002,50000,40000,0,1,0,0,0,0,0,48083,1500,46583,0,30205,1690,28515,0,29747,1200,28547,0,30042,1200,28842
12003,100000,80000,0,0,0,0,0,1,2,326,650,-324,-1,324,324,0,-1,174,0,174,-2,1367,1367,0
12004,180000,144000,0,0,0,0,0,0,0,92868,4000,88868,0,94243,3501,90742,0,94888,2690,92198,0,95819,3000,92819
12005,220000,176000,0,1,1,1,1,1,2,189149,0,189149,2,187531,7000,180531,0,187856,7000,180856,0,186532,7200,179332
12006,40000,32000,0,1,1,1,1,0,0,38246,2000,36246,0,39289,2000,37289,0,39882,1500,38382,0,39650,1500,38150
12007,130000,104000,0,0,0,0,0,1,-1,1310,1310,0,-1,1310,1310,0,-1,2046,2046,0,-1,1574,574,1000
12008,500000,400000,0,0,0,0,0,0,-2,-5,0,-5,-2,1012,1017,-5,-2,500,500,0,-2,0,0,0
12009,50000,40000,0,1,1,0,1,0,3,41126,0,41126,3,40165,0,40165,2,42683,3200,39483,2,43843,2000,41843
12010,120000,96000,0,0,0,0,0,1,-2,12162,12162,0,-1,1553,1553,0,-1,0,0,0,-1,0,0,0
12011,50000,40000,0,0,0,0,0,0,0,10184,1508,8676,0,6279,1000,5279,0,7693,1500,6193,0,15083,1000,14083
12012,20000,16000,0,0,0,0,0,0,0,10594,1092,9502,0,11002,500,10502,0,11608,1000,10608,0,9186,500,8686
12013,190000,152000,0,1,1,1,1,1,2,177663,3000,174663,2,180312,7100,173212,2,185910,8700,177210,2,191895,9300,182595
12014,20000,16000,0,1,1,1,1,0,0,18051,1603,16448,0,18759,1311,17448,0,19132,684,18448,0,19684,860,18824
12015,200000,160000,0,0,0,0,0,0,-1,5477,5477,0,-1,623,623,0,-1,623,623,0,-1,773,773,0
12016,50000,40000,0,0,0,0,0,0,0,37252,1624,35628,0,38254,1626,36628,0,38445,1377,37068,0,39273,1448,37825
12017,50000,40000,0,1,1,1,1,0,0,43296,2000,41296,0,44187,1608,42579,0,49132,5684,43448,0,48191,0,48191
12018,240000,192000,0,0,0,0,0,0,0,190288,8300,181988,0,186770,7000,179770,0,180458,7000,173458,0,178722,7000,171722
12019,90000,72000,0,1,1,1,1,0,2,87070,6500,80570,2,87961,3200,84761,2,86445,0,86445,2,91520,6500,85020
12020,260000,208000,0,0,0,0,0,0,-2,7364,7364,0,-2,8144,8144,0,-2,8422,8422,0,-2,7740,7740,0
12021,80000,64000,0,1,0,0,0,0,0,81619,2048,79571,0,30095,1300,28795,0,20639,1700,18939,0,7849,401,7448
12022,290000,232000,0,0,0,0,0,1,-2,0,0,0,-2,2262,2262,0,-1,5205,3000,2205,0,8114,3000,5114
12023,110000,88000,0,1,1,1,1,1,2,111661,5300,106361,2,112299,4000,108299,2,113035,4000,109035,2,109678,0,109678
12024,360000,288000,0,0,0,0,0,1,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
12025,170000,136000,0,0,0,0,0,1,-1,11277,11477,-200,-1,11277,0,11277,0,14277,3000,11277,0,-47,0,-47
12026,40000,32000,0,1,0,0,0,1,0,35647,1000,34647,0,0,0,0,0,0,0,0,-2,0,0,0
12027,180000,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0
12028,130000,104000,0,0,0,0,0,0,0,7106,1500,5606,0,7106,0,7106,0,8106,1000,7106,0,9106,1000,8106
12029,360000,288000,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-2,0,0,0,-2,0,0,0
12030,260000,208000,0,0,0,0,0,0,-2,-9,0,-9,-2,1935,1944,-9,-2,999,999,0,-1,0,0,0
12031,20000,16000,0,1,1,1,1,0,0,18141,1600,16541,0,18239,1000,17239,0,18302,663,17639,0,18337,654,17683
12032,230000,184000,0,0,0,0,0,0,0,70299,3000,67299,0,40299,1284,39015,0,33112,1000,32112,0,18009,1000,17009
12033,330000,264000,0,0,0,0,0,0,0,118891,5000,113891,0,107722,5000,102722,0,96842,5000,91842,0,85015,3500,81515
12034,300000,240000,0,0,0,0,0,0,-2,2417,2417,0,-2,470,470,0,-2,4690,4690,0,-2,0,0,0
12035,250000,200000,0,0,0,0,0,0,0,35722,4000,31722,0,29492,3000,26492,0,23522,3000,20522,0,16815,2000,14815
12036,210000,168000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
12037,190000,152000,0,1,0,0,0,0,0,172914,6303,166611,0,130139,4137,126002,0,115494,3502,111992,0,117465,4027,113438
12038,60000,48000,0,0,0,0,0,0,0,33598,1998,31600,0,20904,1304,19600,0,18705,771,17934,0,19345,1045,18300
12039,80000,64000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
12040,250000,200000,1,1,1,0,0,1,2,252087,0,252087,2,246649,8065,238584,0,177663,5404,172259,0,125960,5000,120960
12041,360000,288000,0,0,0,0,0,0,-1,187734,188000,-266,-1,17328,17384,-56,-1,10658,20000,-9342,-1,77898,78000,-102
12042,320000,256000,0,0,0,0,0,0,-1,4206,4206,0,-1,15610,15610,0,-1,10556,10556,0,-1,11863,8000,3863
12043,150000,120000,1,1,1,1,1,0,0,238438,10000,228438,0,232570,10000,222570,0,226808,8000,218808,0,220586,8000,212586
12044,80000,64000,0,0,0,0,0,0,0,63914,3002,60912,0,54382,2202,52180,0,48834,2000,46834,0,49756,2000,47756
12045,50000,40000,0,0,1,1,1,0,1,46881,52000,-5119,-1,47832,2000,45832,2,46783,0,46783,2,47890,2000,45890
12046,280000,224000,0,0,0,0,0,0,0,196314,18000,178314,0,170380,10000,160380,0,187450,20000,167450,0,204331,20000,184331
12047,450000,360000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
12048,50000,40000,0,0,0,0,0,0,0,12905,1522,11383,0,13498,1505,11993,0,13993,1000,12993,0,13854,1000,12854
12049,30000,24000,0,1,1,1,1,0,0,29775,3000,26775,0,27736,3000,24736,0,26956,2000,24956,0,28142,2000,26142
12050,240000,192000,0,0,0,0,0,0,0,84945,3385,81560,0,65601,2377,63224,0,66901,2387,64514,0,68086,2472,65614
12051,190000,152000,0,1,1,1,1,1,2,170001,8000,162001,2,165797,0,165797,2,167654,6100,161554,0,178044,13100,164944
12052,60000,48000,0,0,0,0,0,0,0,39547,2000,37547,0,39555,1500,38055,0,40216,2000,38216,0,41039,2200,38839
12053,20000,16000,0,0,0,0,0,1,2,6274,0,6274,2,6470,300,6170,0,7366,1000,6366,0,8044,800,7244
12054,180000,144000,0,0,0,0,0,1,-2,3300,3312,-12,-1,0,0,0,-1,0,0,0,-2,0,0,0
12055,100000,80000,0,0,0,0,0,0,-1,102996,111784,-8788,-1,70626,4000,66626,0,69473,3000,66473,0,55004,2000,53004
12056,30000,24000,0,1,1,1,1,1,2,25429,1100,24329,2,25714,1000,24714,2,26353,1200,25153,2,26868,1100,25768
12057,20000,16000,1,1,0,0,0,0,0,38730,1400,37330,0,-210,400,-610,0,690,1290,-600,-1,150,0,150
12058,220000,176000,0,0,0,0,0,1,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
12059,50000,40000,0,0,0,0,0,0,-1,2576,2576,0,-1,12576,10000,2576,0,22397,10000,12397,0,15944,685,15259
12060,330000,264000,0,0,0,0,0,0,-2,3080,3080,0,-2,3119,3119,0,-2,0,0,0,-2,7255,7255,0
12061,500000,400000,0,0,0,0,0,0,-1,32269,34545,-2276,-1,8974,8981,-7,-1,1349,1349,0,-1,7867,7867,0
12062,30000,24000,0,1,1,1,1,1,0,30900,1600,29300,0,30480,1500,28980,0,31124,1100,30024,0,29333,1053,28280
12063,230000,184000,0,0,0,0,0,0,-1,1741,1741,0,-1,107,214,-107,-1,107,0,107,0,0,0,0
12064,230000,184000,0,0,0,0,0,0,0,84076,2965,81111,0,77766,3500,74266,0,70066,2600,67466,0,62865,2500,60365
12065,150000,120000,0,0,0,0,0,1,0,3425,1000,2425,0,3425,0,3425,0,0,0,0,0,0,0,0
12066,280000,224000,0,0,0,0,0,0,-1,27000,29000,-2000,-1,27000,27000,0,-1,0,0,0,-1,30460,30460,0
12067,30000,24000,0,1,1,1,1,1,2,27385,2217,25168,2,27834,1200,26634,2,28241,1000,27241,2,28130,500,27630
12068,290000,232000,0,0,0,0,0,0,0,7106,5035,2071,0,8901,8925,-24,-1,16813,11030,5783,0,15723,5077,10646
12069,30000,24000,0,0,0,0,0,1,-1,3767,3770,-3,-1,4151,4151,0,-1,3940,3940,0,-1,3697,3697,0
12070,110000,88000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
12071,200000,160000,0,1,1,1,1,1,2,175905,6000,169905,2,178528,7000,171528,2,175581,0,175581,2,180145,7500,172645
12072,110000,88000,0,0,0,0,0,0,0,63853,63853,0,-1,59308,1500,57808,2,60576,2062,58514,2,42784,0,42784
12073,30000,24000,0,1,1,1,1,0,2,29918,0,29918,2,29071,1148,27923,0,29527,1034,28493,0,30480,2667,27813
12074,100000,80000,0,0,0,0,0,1,2,46764,2200,44564,0,48298,3000,45298,0,49137,2000,47137,0,49576,1800,47776
12075,340000,272000,0,0,0,0,0,0,0,80831,4000,76831,0,81589,3000,78589,0,83546,3300,80246,0,85362,3300,82062
12076,130000,104000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
12077,180000,144000,0,0,0,0,0,0,0,3435,1099,2336,0,5345,2009,3336,0,2018,2024,-6,0,164,164,0
12078,190000,152000,0,0,0,0,0,1,-2,400,400,0,-1,579,579,0,-1,579,0,579,0,-421,421,-842
12079,280000,224000,0,0,0,0,0,1,-2,1735,1735,0,-1,1735,0,1735,0,1714,1700,14,0,843,1000,-157
12080,20000,16000,0,0,0,0,0,0,-2,0,0,0,-2,780,780,0,-1,0,0,0,-1,0,0,0
12081,70000,56000,0,0,0,0,0,0,-1,0,0,0,-2,0,0,0,-2,0,0,0,-2,26529,26529,0
12082,280000,224000,0,0,0,0,0,0,-2,0,0,0,-2,679,679,0,-2,3047,3047,0,-2,5742,5742,0
12083,200000,160000,0,0,0,0,0,0,0,166668,17014,149654,0,159513,15019,144494,0,150852,15000,135852,0,151996,15000,136996
12084,20000,16000,0,0,0,0,0,0,0,10325,1393,8932,0,10378,446,9932,0,7085,390,6695,0,6542,422,6120
12085,330000,264000,0,0,0,0,0,0,-2,8952,8996,-44,-2,2732,2745,-13,-2,2732,2745,-13,-2,2732,2745,-13
12086,130000,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0
12087,140000,112000,0,1,1,1,1,0,0,123504,4500,119004,0,126441,5000,121441,0,129345,5000,124345,0,137539,10490,127049
12088,360000,288000,0,0,0,0,0,1,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
12089,50000,40000,0,1,1,0,0,1,0,47361,2300,45061,0,44293,3064,41229,0,17807,1799,16008,0,18324,790,17534
12090,30000,24000,0,1,1,1,0,0,0,30485,1574,28911,0,30274,1300,28974,0,29967,886,29081,0,23477,1000,22477
12091,50000,40000,0,0,0,0,0,0,0,29922,1498,28424,0,30517,1093,29424,0,31164,1139,30025,0,32677,2039,30638
12092,200000,160000,0,0,0,0,0,1,2,73548,1966,71582,2,44234,12,44222,2,42599,1604,40995,0,46192,5164,41028
12093,90000,72000,0,0,0,0,0,1,0,27593,1500,26093,0,25833,1500,24333,0,25318,1500,23818,2,22684,0,22684
12094,180000,144000,0,0,0,0,0,0,0,82947,4000,78947,0,84379,3100,81279,0,85789,3100,82689,0,94088,10000,84088
12095,320000,256000,0,0,0,0,0,0,-1,13104,13227,-123,-2,2621,2621,0,-2,9075,9075,0,-2,6564,6564,0
12096,130000,104000,0,1,1,1,0,0,0,129159,3497,125662,0,127727,2875,124852,0,130334,2607,127727,0,0,0,0
12097,90000,72000,0,1,0,0,0,0,0,86360,4000,82360,0,67145,3000,64145,0,30834,2500,28334,0,50585,42200,8385
12098,260000,208000,0,1,0,0,0,0,0,238314,8117,230197,0,219634,14044,205590,0,186841,5410,181431,0,189010,5855,183155
12099,290000,232000,0,0,0,0,0,0,-1,2791,2803,-12,-1,4644,4680,-36,-1,2936,2956,-20,-1,2245,2254,-9
12100,50000,40000,0,0,0,0,0,1,2,23417,1400,22017,0,21969,920,21049,0,21179,1700,19479,0,18711,0,18711
12101,320000,256000,0,0,0,0,0,0,-1,-1327,0,-1327,-1,28484,29811,-1327,-1,47711,20000,27711,0,34755,2386,32369
12102,260000,208000,0,0,0,0,0,0,0,180957,5088,175869,0,165911,4138,161773,0,169863,4789,165074,0,71403,2450,68953
12103,60000,48000,0,1,1,0,0,0,0,58057,2250,55807,0,59006,2060,56946,0,39578,1506,38072,0,38973,1500,37473
12104,60000,48000,0,0,0,0,0,1,-1,22760,22066,694,0,17032,5032,12000,0,6808,1565,5243,0,8741,8500,241
12105,250000,200000,0,0,0,0,0,0,-1,25959,26036,-77,-1,6354,6373,-19,-1,2994,3000,-6,-1,5360,4376,984
12106,140000,112000,0,0,0,0,0,1,2,66606,3000,63606,2,64940,0,64940,2,73677,10000,63677,2,75316,3000,72316
12107,50000,40000,1,1,1,0,0,0,3,50101,0,50101,2,49527,1200,48327,0,10147,400,9747,0,9965,400,9565
12108,500000,400000,0,0,0,0,0,0,2,18261,18261,0,-1,16456,0,16456,0,11225,0,11225,0,36770,40270,-3500
12109,50000,40000,0,1,0,0,0,1,0,48763,1815,46948,0,35038,2389,32649,0,27839,3003,24836,0,27872,2800,25072
12110,110000,88000,0,1,1,1,1,0,0,97712,4422,93290,0,99687,4493,95194,0,100937,3800,97137,0,103138,3975,99163
12111,220000,176000,0,0,0,0,0,0,0,2102,2102,0,-1,4707,4000,707,0,7216,7216,0,-1,6565,6565,0
12112,50000,40000,0,1,1,0,0,0,2,48503,2100,46403,0,49517,2500,47017,0,19592,800,18792,0,19868,1000,18868
12113,90000,72000,0,0,0,0,0,0,-1,13878,13882,-4,-1,6556,6556,0,-1,2947,2947,0,-1,4808,4808,0
12114,100000,80000,0,1,1,0,0,1,0,91078,5514,85564,0,86433,2500,83933,2,65149,3000,62149,0,64810,4000,60810
12115,50000,40000,0,0,0,0,0,1,0,32979,2000,30979,2,32152,0,32152,2,34668,3200,31468,2,33961,0,33961
12116,50000,40000,0,0,0,0,0,0,0,22790,1800,20990,0,23372,1300,22072,0,22216,1000,21216,0,19586,1000,18586
12117,140000,112000,0,0,0,0,0,0,0,107837,5000,102837,0,96546,3400,93146,0,95489,3617,91872,0,97347,3600,93747
12118,360000,288000,0,0,0,0,0,0,0,220826,7800,213026,0,191655,6665,184990,0,162435,5670,156765,0,132093,4461,127632
